	class	0.7_0	0.2_0	0.5_0	1_0	0.1_0	0.05_0	0.07_0	0.02_0	0.005_0	0.01_0	0.007_0	0.001_0	0.002_0	Pfam_desc	cor
PF12625	-	-0.167	-0.055	-0.167	-0.157	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Arabinose-binding domain of AraC transcription regulator, N-term	-0.121
PF02814	-	-0.084	-0.051	-0.062	-0.099	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	UreE urease accessory protein, N-terminal domain	-0.126
PF01208	-	-0.026	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Uroporphyrinogen decarboxylase (URO-D)	-0.127
PF07969	-	0.000	-0.022	0.000	0.000	-0.039	-0.004	-0.012	0.000	0.000	0.000	0.000	0.000	0.000	Amidohydrolase family	-0.131
PF02040	-	-0.091	-0.026	-0.004	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Arsenical pump membrane protein	-0.133
PF14532	+	0.000	0.000	0.028	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Sigma-54 interaction domain	-0.137
PF02586	-	0.000	-0.073	0.000	0.000	-0.028	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Uncharacterised ACR, COG2135	-0.137
PF00732	-	0.000	-0.062	0.000	0.000	-0.035	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	GMC oxidoreductase	-0.142
PF13406	-	-0.070	0.000	-0.082	-0.185	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Transglycosylase SLT domain	-0.152
PF00071	-	-0.017	0.000	-0.062	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Ras family	-0.159
PF07411	-	-0.058	0.000	0.000	-0.055	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Domain of unknown function (DUF1508)	-0.162
PF04342	+	0.079	0.000	0.082	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Protein of unknown function, DUF486	-0.164
PF01175	-	0.000	-0.011	-0.009	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Urocanase	-0.171
PF01810	-	-0.045	0.000	-0.024	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	LysE type translocator	-0.171
PF13768	-	-0.103	-0.044	0.000	-0.131	-0.034	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	von Willebrand factor type A domain	-0.180
PF04228	-	0.000	-0.160	0.000	0.000	-0.079	0.000	-0.025	0.000	0.000	0.000	0.000	0.000	0.000	Putative neutral zinc metallopeptidase	-0.181
PF02310	-	-0.085	-0.048	-0.145	-0.113	-0.095	-0.044	-0.079	0.000	0.000	0.000	0.000	0.000	0.000	B12 binding domain	-0.186
PF02667	-	-0.109	-0.122	-0.144	-0.137	-0.048	0.000	-0.004	0.000	0.000	0.000	0.000	0.000	0.000	Short chain fatty acid transporter	-0.189
PF03865	-	-0.038	0.000	0.000	-0.118	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Haemolysin secretion/activation protein ShlB/FhaC/HecB	-0.193
PF13356	-	0.000	0.000	-0.005	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Domain of unknown function (DUF4102)	-0.193
PF12900	-	-0.038	-0.023	-0.043	-0.103	-0.014	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Pyridoxamine 5'-phosphate oxidase	-0.197
PF07287	-	0.000	0.000	-0.042	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Protein of unknown function (DUF1446)	-0.198
PF03435	-	-0.116	-0.126	-0.220	-0.145	-0.072	0.000	-0.017	0.000	0.000	0.000	0.000	0.000	0.000	Saccharopine dehydrogenase	-0.199
PF00725	-	-0.179	-0.061	-0.137	-0.216	-0.058	0.000	-0.052	0.000	0.000	0.000	0.000	0.000	0.000	3-hydroxyacyl-CoA dehydrogenase, C-terminal domain	-0.214
PF01243	-	-0.158	-0.212	-0.229	-0.252	-0.144	0.000	-0.100	0.000	0.000	0.000	0.000	0.000	0.000	Pyridoxamine 5'-phosphate oxidase	-0.214
PF06271	-	-0.158	-0.036	-0.094	-0.113	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	RDD family	-0.223
PF01769	-	-0.090	-0.064	-0.061	-0.030	-0.058	0.000	-0.036	0.000	0.000	0.000	0.000	0.000	0.000	Divalent cation transporter	-0.229
PF01613	-	-0.174	-0.126	-0.199	-0.162	-0.125	-0.100	-0.117	0.000	0.000	0.000	0.000	0.000	0.000	Flavin reductase like domain	-0.229
PF03190	-	0.000	0.000	-0.099	-0.011	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Protein of unknown function, DUF255	-0.236
PF14241	-	0.000	0.000	0.000	-0.046	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Domain of unknown function (DUF4341)	-0.237
PF03572	-	-0.024	0.000	0.000	-0.134	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Peptidase family S41	-0.237
PF01957	-	0.000	0.000	-0.025	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	NfeD-like C-terminal, partner-binding	-0.239
PF14031	-	0.000	-0.064	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Putative serine dehydratase domain	-0.241
PF05853	-	-0.204	0.000	-0.154	-0.183	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Prokaryotic protein of unknown function (DUF849)	-0.250
PF13362	-	-0.216	-0.173	-0.250	-0.204	-0.097	-0.019	-0.053	0.000	0.000	0.000	0.000	0.000	0.000	Toprim domain	-0.254
PF02913	-	0.000	-0.017	0.000	0.000	-0.045	0.000	-0.020	0.000	0.000	0.000	0.000	0.000	0.000	FAD linked oxidases, C-terminal domain	-0.258
PF01258	-	-0.470	-0.410	-0.322	-0.363	-0.158	0.000	-0.033	0.000	0.000	0.000	0.000	0.000	0.000	Prokaryotic dksA/traR C4-type zinc finger	-0.278
PF02515	-	-0.217	-0.145	-0.211	-0.324	-0.155	-0.145	-0.165	0.000	0.000	0.000	0.000	0.000	0.000	CoA-transferase family III	-0.341
PF10589	-	-0.315	-0.193	-0.221	-0.375	-0.037	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	NADH-ubiquinone oxidoreductase-F iron-sulfur binding region	-0.355
PF13706	-	0.000	0.000	0.000	-0.068	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	PepSY-associated TM helix	-0.363
