	class	0.2_0	1_0	0.5_0	0.7_0	0.1_0	0.07_0	0.02_0	0.01_0	0.05_0	0.007_0	0.001_0	0.002_0	0.005_0	Pfam_desc	cor
PF13667	-	0.000	-0.006	0.000	-0.016	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	ThiC-associated domain	-0.156
PF09424	-	0.000	-0.088	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Yqey-like protein	-0.164
PF04471	-	-0.039	-0.018	-0.096	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Restriction endonuclease	-0.165
PF13519	-	0.000	0.000	-0.027	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	von Willebrand factor type A domain	-0.167
PF04655	-	-0.032	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Aminoglycoside/hydroxyurea antibiotic resistance kinase	-0.174
PF13090	-	-0.013	0.000	-0.071	-0.123	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Polyphosphate kinase C-terminal domain	-0.178
PF09829	-	-0.127	0.000	-0.179	0.000	-0.052	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Uncharacterized protein conserved in bacteria (DUF2057)	-0.184
PF01734	-	-0.051	-0.093	-0.036	-0.086	-0.036	-0.018	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Patatin-like phospholipase	-0.187
PF03738	-	-0.020	0.000	0.000	0.000	0.000	-0.004	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Glutathionylspermidine synthase preATP-grasp	-0.187
PF10294	-	0.000	0.000	-0.086	-0.180	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Putative methyltransferase	-0.192
PF01243	-	0.000	-0.067	0.000	-0.021	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Pyridoxamine 5'-phosphate oxidase	-0.213
PF03853	-	0.000	-0.060	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	YjeF-related protein N-terminus	-0.215
PF02607	+	0.000	0.000	0.000	0.064	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	B12 binding domain	-0.218
PF07731	-	0.000	-0.028	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Multicopper oxidase	-0.220
PF03720	-	-0.087	-0.138	0.000	0.000	-0.005	-0.039	0.000	0.000	-0.007	0.000	0.000	0.000	0.000	UDP-glucose/GDP-mannose dehydrogenase family, UDP binding domain	-0.221
PF03994	-	-0.080	-0.141	-0.160	-0.153	-0.003	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Domain of Unknown Function (DUF350)	-0.222
PF10615	-	0.000	-0.198	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Protein of unknown function (DUF2470)	-0.224
PF00984	-	0.000	0.000	0.000	-0.036	-0.086	-0.051	0.000	0.000	-0.050	0.000	0.000	0.000	0.000	UDP-glucose/GDP-mannose dehydrogenase family, central domain	-0.233
PF13231	-	-0.007	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Dolichyl-phosphate-mannose-protein mannosyltransferase	-0.234
PF01769	-	-0.053	-0.102	-0.115	-0.127	-0.054	-0.038	0.000	0.000	-0.023	0.000	0.000	0.000	0.000	Divalent cation transporter	-0.243
PF13606	-	-0.025	0.000	-0.066	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Ankyrin repeat	-0.244
PF00023	-	-0.006	-0.182	-0.023	-0.138	-0.026	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Ankyrin repeat	-0.250
PF04107	-	0.000	-0.179	-0.026	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Glutamate-cysteine ligase family 2(GCS2)	-0.257
PF01614	-	-0.157	-0.088	-0.053	-0.123	-0.266	-0.180	0.000	0.000	-0.109	0.000	0.000	0.000	0.000	Bacterial transcriptional regulator	-0.262
PF03916	-	0.000	-0.120	0.000	-0.175	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Polysulphide reductase, NrfD	-0.275
PF02667	-	-0.101	-0.309	-0.203	-0.199	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Short chain fatty acid transporter	-0.291
PF02550	-	0.000	-0.053	-0.011	-0.066	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Acetyl-CoA hydrolase/transferase N-terminal domain	-0.293
PF13241	-	-0.096	0.000	-0.157	0.000	0.000	-0.009	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Putative NAD(P)-binding	-0.294
PF07411	-	0.000	0.000	0.000	0.000	-0.004	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Domain of unknown function (DUF1508)	-0.300
PF13857	-	-0.059	0.000	-0.039	0.000	-0.006	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Ankyrin repeats (many copies)	-0.301
PF13452	-	0.000	0.000	0.000	-0.029	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	N-terminal half of MaoC dehydratase	-0.302
PF00925	-	0.000	0.000	0.000	-0.057	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	GTP cyclohydrolase II	-0.323
PF01258	-	-0.059	0.000	-0.132	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Prokaryotic dksA/traR C4-type zinc finger	-0.337
PF02545	-	-0.037	0.000	-0.079	-0.015	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Maf-like protein	-0.355
PF01478	-	-0.116	0.000	-0.165	-0.200	-0.055	-0.041	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Type IV leader peptidase family	-0.361
PF02541	-	0.000	-0.097	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Ppx/GppA phosphatase family	-0.370
PF01957	-	-0.077	0.000	-0.015	-0.044	-0.120	-0.006	0.000	0.000	0.000	0.000	0.000	0.000	0.000	NfeD-like C-terminal, partner-binding	-0.414
PF02913	-	-0.070	-0.200	-0.014	-0.097	-0.032	0.000	0.000	0.000	-0.031	0.000	0.000	0.000	0.000	FAD linked oxidases, C-terminal domain	-0.476
