	class	0.2_0	1_0	0.5_0	0.7_0	0.1_0	0.07_0	0.05_0	0.02_0	0.007_0	0.01_0	0.001_0	0.002_0	0.005_0	Pfam_desc	cor
PF01728	-	-0.052	0.000	0.000	-0.020	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	FtsJ-like methyltransferase	-0.104
PF09827	+	0.241	0.185	0.244	0.217	0.191	0.102	0.000	0.000	0.000	0.000	0.000	0.000	0.000	CRISPR associated protein Cas2	-0.106
PF12705	-	-0.016	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	PD-(D/E)XK nuclease superfamily	-0.118
PF13173	-	0.000	-0.064	-0.098	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	AAA domain	-0.123
PF01745	-	0.000	0.000	-0.022	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Isopentenyl transferase	-0.123
PF02541	-	-0.042	-0.297	-0.082	-0.254	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Ppx/GppA phosphatase family	-0.124
PF03990	-	0.000	-0.218	0.000	-0.142	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Domain of unknown function (DUF348)	-0.133
PF12229	-	-0.053	0.000	-0.029	0.000	-0.115	-0.092	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Putative peptidoglycan binding domain	-0.154
PF13452	-	0.000	0.000	-0.019	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	N-terminal half of MaoC dehydratase	-0.166
PF06271	+	0.000	0.000	0.027	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	RDD family	-0.177
PF10947	-	0.000	0.000	0.000	-0.019	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Protein of unknown function (DUF2628)	-0.179
PF01425	-	-0.016	-0.020	0.000	-0.119	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Amidase	-0.222
PF13083	-	0.000	0.000	0.000	0.000	-0.008	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	KH domain	-0.229
PF03309	-	-0.093	0.000	-0.161	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Type III pantothenate kinase	-0.289
