	class	1_0	0.2_0	0.5_0	0.7_0	0.1_0	0.07_0	0.005_0	0.007_0	0.01_0	0.02_0	0.05_0	0.001_0	0.002_0	Pfam_desc	cor
PF02922	-	0.000	0.000	0.000	0.000	-0.004	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Carbohydrate-binding module 48 (Isoamylase N-terminal domain)	-0.079
PF00908	-	-0.112	-0.056	-0.061	-0.093	-0.038	-0.030	0.000	0.000	0.000	0.000	-0.009	0.000	0.000	dTDP-4-dehydrorhamnose 3,5-epimerase	-0.087
PF02673	-	-0.183	-0.066	-0.127	-0.101	-0.010	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Bacitracin resistance protein BacA	-0.103
PF00532	-	0.000	-0.023	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Periplasmic binding proteins and sugar binding domain of LacI family	-0.109
PF03606	-	-0.047	-0.069	-0.095	-0.122	-0.046	-0.022	0.000	0.000	0.000	0.000	0.000	0.000	0.000	C4-dicarboxylate anaerobic carrier	-0.112
PF00654	-	-0.131	-0.044	-0.147	-0.088	-0.054	-0.042	0.000	0.000	0.000	0.000	-0.023	0.000	0.000	Voltage gated chloride channel	-0.121
PF04973	-	0.000	-0.043	0.000	0.000	-0.018	-0.006	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Nicotinamide mononucleotide transporter	-0.126
PF13377	-	0.000	0.000	0.000	0.000	-0.084	-0.063	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Periplasmic binding protein-like domain	-0.132
PF01867	-	0.000	-0.061	-0.069	-0.025	-0.027	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	CRISPR associated protein Cas1	-0.132
PF04480	-	0.000	-0.042	-0.181	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Protein of unknown function (DUF559)	-0.133
PF09827	-	-0.215	0.000	-0.118	-0.128	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	CRISPR associated protein Cas2	-0.140
PF13936	+	0.054	0.038	0.047	0.051	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Helix-turn-helix domain	-0.142
PF04221	-	-0.051	0.000	-0.031	-0.041	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	RelB antitoxin	-0.143
PF00071	-	-0.003	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Ras family	-0.152
PF01443	-	-0.028	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Viral (Superfamily 1) RNA helicase	-0.179
PF13338	-	0.000	0.000	-0.019	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Domain of unknown function (DUF4095)	-0.185
PF13189	-	-0.338	-0.093	-0.178	-0.284	-0.074	-0.077	0.000	0.000	0.000	0.000	-0.050	0.000	0.000	Cytidylate kinase-like family	-0.194
PF01637	-	-0.050	-0.024	-0.051	-0.051	-0.013	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Archaeal ATPase	-0.216
PF08244	-	0.000	-0.067	-0.195	0.000	-0.023	-0.009	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Glycosyl hydrolases family 32 C terminal	-0.232
