	class	0.5_0	0.2_0	1_0	0.7_0	0.1_0	0.07_0	0.05_0	0.02_0	0.005_0	0.01_0	0.007_0	0.001_0	0.002_0	Pfam_desc	cor
PF10531	-	0.000	0.000	0.000	-0.054	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	SLBB domain	-0.060
PF13542	-	-0.013	-0.033	-0.006	-0.040	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Helix-turn-helix domain of transposase family ISL3	-0.061
PF01051	-	-0.142	-0.062	-0.173	-0.201	-0.025	-0.006	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Initiator Replication protein	-0.062
PF04488	-	-0.002	-0.019	-0.047	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Glycosyltransferase sugar-binding region containing DXD motif	-0.063
PF13643	-	-0.021	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Domain of unknown function (DUF4145)	-0.063
PF04519	+	0.083	0.027	0.024	0.000	0.003	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Polymer-forming cytoskeletal	-0.064
PF09084	-	-0.141	0.000	-0.154	-0.207	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	NMT1/THI5 like	-0.068
PF09965	+	0.121	0.000	0.306	0.209	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Uncharacterized protein conserved in bacteria (DUF2199)	-0.071
PF02965	+	0.000	0.000	0.010	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Vitamin B12 dependent methionine synthase, activation domain	-0.071
PF03703	-	-0.020	0.000	-0.032	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Bacterial PH domain	-0.072
PF00082	-	-0.018	0.000	-0.007	-0.030	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Subtilase family	-0.073
PF04263	-	-0.135	-0.152	-0.118	-0.130	-0.150	-0.129	-0.081	0.000	0.000	0.000	0.000	0.000	0.000	Thiamin pyrophosphokinase, catalytic domain	-0.076
PF14897	-	0.000	0.000	-0.030	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	EpsG family	-0.081
PF10340	-	-0.146	-0.047	0.000	-0.061	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Protein of unknown function (DUF2424)	-0.084
PF13500	+	0.266	0.242	0.318	0.263	0.145	0.042	0.000	0.000	0.000	0.000	0.000	0.000	0.000	AAA domain	-0.085
PF01408	-	0.000	0.000	-0.005	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Oxidoreductase family, NAD-binding Rossmann fold	-0.087
PF05272	-	-0.134	-0.027	-0.263	-0.112	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Virulence-associated protein E	-0.091
PF14697	-	0.000	0.000	-0.099	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	4Fe-4S dicluster domain	-0.092
PF06833	-	0.000	0.000	0.000	-0.012	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Malonate decarboxylase gamma subunit (MdcE)	-0.094
PF14358	-	-0.027	-0.028	0.000	-0.016	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Domain of unknown function (DUF4405)	-0.100
PF01978	-	-0.063	-0.069	-0.071	-0.032	-0.063	-0.044	-0.025	0.000	0.000	0.000	0.000	0.000	0.000	Sugar-specific transcriptional regulator TrmB	-0.102
PF13348	-	-0.074	-0.014	-0.096	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Tyrosine phosphatase family C-terminal region	-0.102
PF01891	-	-0.019	0.000	0.000	-0.024	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Cobalt uptake substrate-specific transmembrane region	-0.103
PF09991	-	-0.147	-0.015	-0.168	-0.163	-0.015	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Predicted membrane protein (DUF2232)	-0.105
PF07905	-	0.000	-0.005	0.000	-0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Purine catabolism regulatory protein-like family	-0.108
PF07083	-	-0.274	-0.022	-0.257	-0.382	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Protein of unknown function (DUF1351)	-0.110
PF03741	-	0.000	0.000	-0.011	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Integral membrane protein TerC family	-0.112
PF02275	-	-0.259	-0.185	-0.180	-0.156	-0.157	-0.125	-0.078	0.000	0.000	0.000	0.000	0.000	0.000	Linear amide C-N hydrolases, choloylglycine hydrolase family	-0.112
PF02436	-	0.000	-0.079	0.000	-0.170	-0.037	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Conserved carboxylase domain	-0.115
PF01050	+	0.107	0.092	0.049	0.112	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Mannose-6-phosphate isomerase	-0.116
PF09369	-	0.000	0.000	0.000	-0.088	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Domain of unknown function (DUF1998)	-0.117
PF07510	-	-0.016	0.000	-0.021	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Protein of unknown function (DUF1524)	-0.119
PF10081	-	-0.015	0.000	-0.087	-0.043	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Alpha/beta-hydrolase family	-0.124
PF15420	-	-0.003	0.000	-0.013	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Alpha/beta-hydrolase family N-terminus	-0.124
PF02585	-	0.000	-0.009	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	GlcNAc-PI de-N-acetylase	-0.127
PF14393	-	-0.086	-0.112	-0.150	-0.039	-0.096	-0.045	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Domain of unknown function (DUF4422)	-0.127
PF05544	-	0.000	-0.016	0.000	-0.044	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Proline racemase	-0.128
PF08392	-	-0.048	0.000	-0.048	-0.010	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	FAE1/Type III polyketide synthase-like protein	-0.140
PF13379	-	-0.031	-0.070	0.000	0.000	-0.004	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	NMT1-like family	-0.144
PF12784	-	0.000	-0.015	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	PD-(D/E)XK nuclease family transposase	-0.145
PF13565	-	-0.102	-0.088	-0.221	-0.083	-0.023	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Homeodomain-like domain	-0.146
PF02310	+	0.458	0.238	0.487	0.495	0.062	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	B12 binding domain	-0.151
PF13240	-	0.000	-0.071	0.000	-0.139	-0.048	-0.026	0.000	0.000	0.000	0.000	0.000	0.000	0.000	zinc-ribbon domain	-0.154
PF07804	-	-0.016	0.000	0.000	-0.062	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	HipA-like C-terminal domain	-0.156
PF14532	-	0.000	0.000	-0.003	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Sigma-54 interaction domain	-0.161
PF13768	-	0.000	-0.015	-0.104	-0.116	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	von Willebrand factor type A domain	-0.161
PF05402	-	-0.054	0.000	-0.163	-0.124	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Coenzyme PQQ synthesis protein D (PqqD)	-0.164
PF01144	-	-0.014	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Coenzyme A transferase	-0.164
PF00725	-	0.000	0.000	-0.065	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	3-hydroxyacyl-CoA dehydrogenase, C-terminal domain	-0.166
PF04011	-	0.000	0.000	-0.016	-0.012	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	LemA family	-0.168
PF01969	-	0.000	0.000	-0.040	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Protein of unknown function DUF111	-0.171
PF07228	-	-0.163	-0.079	-0.105	-0.210	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Stage II sporulation protein E (SpoIIE)	-0.176
PF01613	-	-0.145	0.000	-0.201	-0.165	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Flavin reductase like domain	-0.178
PF01957	-	-0.179	-0.079	-0.159	-0.159	-0.003	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	NfeD-like C-terminal, partner-binding	-0.185
PF08666	-	-0.036	0.000	-0.007	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	SAF domain	-0.188
PF04951	-	-0.044	0.000	0.000	-0.100	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	D-aminopeptidase	-0.188
PF13243	-	0.000	-0.016	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Prenyltransferase-like	-0.189
PF00931	-	-0.003	0.000	-0.032	-0.044	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	NB-ARC domain	-0.197
PF13432	+	0.239	0.013	0.327	0.315	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Tetratricopeptide repeat	-0.205
PF00670	+	0.000	0.000	0.101	0.067	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	S-adenosyl-L-homocysteine hydrolase, NAD binding domain	-0.206
PF01734	-	-0.047	-0.051	-0.069	-0.058	-0.001	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Patatin-like phospholipase	-0.210
PF03481	-	0.000	-0.034	0.000	0.000	-0.076	-0.092	-0.071	0.000	0.000	0.000	0.000	0.000	0.000	Putative GTP-binding controlling metal-binding	-0.212
PF00515	-	-0.147	-0.010	-0.141	-0.151	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Tetratricopeptide repeat	-0.215
PF01850	-	-0.033	0.000	-0.035	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	PIN domain	-0.216
PF08486	-	0.000	-0.137	0.000	0.000	-0.090	-0.029	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Stage II sporulation protein	-0.217
PF10294	-	0.000	0.000	-0.056	-0.030	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Putative methyltransferase	-0.217
PF12682	-	0.000	-0.032	0.000	0.000	-0.020	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Flavodoxin	-0.218
PF00111	+	0.000	0.000	0.000	0.006	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	2Fe-2S iron-sulfur cluster binding domain	-0.219
PF03186	-	0.000	0.000	-0.182	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	CobD/Cbib protein	-0.219
PF01809	-	-0.095	-0.068	0.000	-0.050	-0.046	-0.026	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Haemolytic domain	-0.236
PF03008	-	0.000	0.000	-0.043	-0.103	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Archaea bacterial proteins of unknown function	-0.239
PF07021	-	0.000	0.000	-0.055	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Methionine biosynthesis protein MetW	-0.245
PF13524	-	-0.049	-0.020	0.000	-0.042	-0.025	-0.019	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Glycosyl transferases group 1	-0.251
PF13621	+	0.185	0.149	0.223	0.153	0.008	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Cupin-like domain	-0.255
PF01964	-	-0.190	-0.113	-0.092	-0.132	-0.030	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	ThiC family	-0.255
PF06947	-	-0.009	-0.016	-0.137	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Protein of unknown function (DUF1290)	-0.262
PF05949	-	-0.053	-0.031	0.000	-0.052	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Bacterial protein of unknown function (DUF881)	-0.262
PF01968	+	0.038	0.000	0.137	0.041	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Hydantoinase/oxoprolinase	-0.266
PF09967	-	-0.043	0.000	-0.127	-0.018	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	VWA-like domain (DUF2201)	-0.266
PF11760	-	-0.143	-0.117	0.000	-0.251	-0.015	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Cobalamin synthesis G N-terminal	-0.268
PF00733	-	-0.081	0.000	-0.069	-0.039	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Asparagine synthase	-0.278
PF07685	-	0.000	-0.040	0.000	0.000	-0.096	-0.059	-0.019	0.000	0.000	0.000	0.000	0.000	0.000	CobB/CobQ-like glutamine amidotransferase domain	-0.289
PF04909	-	-0.069	-0.038	-0.142	-0.098	-0.093	-0.095	-0.087	0.000	0.000	0.000	0.000	0.000	0.000	Amidohydrolase	-0.298
PF00075	-	-0.111	-0.033	-0.140	-0.205	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	RNase H	-0.315
PF00301	-	0.000	-0.034	0.000	0.000	-0.018	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Rubredoxin	-0.350
PF13229	-	-0.023	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Right handed beta helix region	-0.359
PF12900	-	-0.030	0.000	-0.007	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Pyridoxamine 5'-phosphate oxidase	-0.378
PF01012	-	0.000	0.000	0.000	-0.033	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Electron transfer flavoprotein domain	-0.386
PF03576	-	0.000	-0.012	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Peptidase family S58	-0.391
PF02915	+	0.462	0.333	0.510	0.555	0.093	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Rubrerythrin	-0.483
PF03309	-	0.000	0.000	0.000	0.000	-0.014	-0.005	-0.005	0.000	0.000	0.000	0.000	0.000	0.000	Type III pantothenate kinase	-0.555
PF00142	-	-0.162	-0.248	-0.194	-0.211	-0.214	-0.165	-0.110	0.000	0.000	0.000	0.000	0.000	0.000	4Fe-4S iron sulfur cluster binding proteins, NifH/frxC family	-0.604
