	class	0.5_0	1_0	0.2_0	0.7_0	0.1_0	0.07_0	0.05_0	0.02_0	0.01_0	0.007_0	0.005_0	0.001_0	0.002_0	Pfam_desc	cor
PF03572	-	0.000	-0.104	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Peptidase family S41	-0.250
PF08223	-	-0.118	0.000	-0.089	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	PaaX-like protein C-terminal domain	-0.277
PF00174	-	-0.085	-0.065	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Oxidoreductase molybdopterin binding domain	-0.285
PF12680	-	0.000	-0.033	0.000	-0.020	0.000	0.000	-0.008	0.000	0.000	0.000	0.000	0.000	0.000	SnoaL-like domain	-0.288
PF04324	-	-0.283	-0.564	-0.245	-0.402	-0.228	-0.174	-0.134	0.000	0.000	0.000	0.000	0.000	0.000	BFD-like [2Fe-2S] binding domain	-0.291
PF01896	-	0.000	-0.012	0.000	-0.057	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Eukaryotic and archaeal DNA primase small subunit	-0.295
PF13470	+	0.028	0.000	0.063	0.064	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	PIN domain	-0.305
PF07366	-	0.000	-0.007	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	SnoaL-like polyketide cyclase	-0.315
PF13400	-	-0.009	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Putative Flp pilus-assembly TadE/G-like	-0.316
PF01258	-	0.000	-0.014	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Prokaryotic dksA/traR C4-type zinc finger	-0.318
PF01618	-	-0.158	0.000	-0.210	-0.180	-0.063	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	MotA/TolQ/ExbB proton channel family	-0.330
PF03976	-	-0.256	-0.360	-0.276	-0.356	-0.238	-0.175	-0.112	0.000	0.000	0.000	0.000	0.000	0.000	Polyphosphate kinase 2 (PPK2)	-0.340
PF14031	-	0.000	-0.089	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Putative serine dehydratase domain	-0.343
PF04610	-	0.000	0.000	-0.046	0.000	-0.037	-0.048	-0.043	0.000	0.000	0.000	0.000	0.000	0.000	TrbL/VirB6 plasmid conjugal transfer protein	-0.348
PF13577	-	-0.143	0.000	-0.131	0.000	-0.111	-0.071	-0.027	0.000	0.000	0.000	0.000	0.000	0.000	SnoaL-like domain	-0.366
PF00355	-	-0.136	0.000	-0.029	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Rieske [2Fe-2S] domain	-0.375
PF10996	-	0.000	0.000	0.000	0.000	-0.024	-0.015	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Beta-Casp domain	-0.379
PF14759	-	0.000	0.000	-0.007	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Reductase C-terminal	-0.404
