	class	0.5_0	0.2_0	0.7_0	1_0	0.1_0	0.07_0	0.05_0	0.02_0	0.01_0	0.007_0	0.005_0	0.001_0	0.002_0	Pfam_desc	cor
PF01076	-	0.000	0.000	-0.035	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Plasmid recombination enzyme	-0.190
PF02557	-	0.000	0.000	0.000	0.000	-0.034	-0.031	-0.008	0.000	0.000	0.000	0.000	0.000	0.000	D-alanyl-D-alanine carboxypeptidase	-0.192
PF03352	-	-0.100	-0.074	0.000	0.000	-0.063	-0.018	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Methyladenine glycosylase	-0.197
PF07085	-	-0.134	-0.116	-0.172	-0.180	-0.107	-0.078	-0.024	0.000	0.000	0.000	0.000	0.000	0.000	DRTGG domain	-0.199
PF01745	+	0.000	0.033	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Isopentenyl transferase	-0.225
PF02255	-	-0.043	-0.016	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	PTS system, Lactose/Cellobiose specific IIA subunit	-0.247
PF04468	-	-0.008	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	PSP1 C-terminal conserved region	-0.265
PF09314	-	0.000	0.000	-0.061	-0.003	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Domain of unknown function (DUF1972)	-0.272
PF05991	-	0.000	0.000	0.000	-0.091	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	YacP-like NYN domain	-0.292
PF04296	+	0.216	0.112	0.183	0.122	0.015	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Protein of unknown function (DUF448)	-0.294
PF13370	-	0.000	0.000	0.000	0.000	-0.005	-0.008	-0.012	0.000	0.000	0.000	0.000	0.000	0.000	4Fe-4S single cluster domain	-0.295
PF09587	-	-0.220	-0.147	-0.161	0.000	-0.143	-0.141	-0.100	0.000	0.000	0.000	0.000	0.000	0.000	Bacterial capsule synthesis protein PGA_cap	-0.305
PF12892	-	-0.043	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	T surface-antigen of pili	-0.318
PF02073	-	0.000	0.000	-0.144	-0.141	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Thermophilic metalloprotease (M29)	-0.319
PF07155	-	-0.028	0.000	0.000	-0.003	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	ECF-type riboflavin transporter, S component	-0.320
PF02616	-	0.000	0.000	-0.017	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	ScpA/B protein	-0.333
PF08503	+	0.000	0.000	0.029	0.024	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Tetrahydrodipicolinate succinyltransferase N-terminal	-0.339
PF12642	-	-0.059	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Conjugative transposon protein TcpC	-0.340
PF08535	-	-0.070	-0.036	0.000	-0.041	-0.013	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	KorB domain	-0.341
PF07476	-	-0.097	-0.050	-0.147	-0.170	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Methylaspartate ammonia-lyase C-terminus	-0.346
PF04079	-	0.000	0.000	0.000	-0.117	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Putative transcriptional regulators (Ypuh-like)	-0.349
PF04018	-	-0.097	-0.042	-0.113	-0.154	-0.049	-0.036	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Domain of unknown function (DUF368)	-0.367
PF06737	-	0.000	0.000	0.000	-0.162	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Transglycosylase-like domain	-0.432
PF15432	+	0.000	0.000	0.066	0.094	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Accessory Sec secretory system ASP3	-0.461
PF07949	-	0.000	-0.049	-0.178	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	YbbR-like protein	-0.462
PF02229	-	0.000	0.000	0.000	0.000	-0.077	-0.056	-0.025	0.000	0.000	0.000	0.000	0.000	0.000	Transcriptional Coactivator p15 (PC4)	-0.468
PF10031	-	-0.140	-0.093	-0.172	-0.117	-0.042	-0.018	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Small integral membrane protein (DUF2273)	-0.532
PF01487	-	-0.137	-0.095	-0.142	-0.201	-0.024	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Type I 3-dehydroquinase	-0.561
PF02388	-	-0.087	-0.035	0.000	0.000	-0.021	-0.012	-0.008	0.000	0.000	0.000	0.000	0.000	0.000	FemAB family	-0.570
PF06279	-	-0.089	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Protein of unknown function (DUF1033)	-0.589
